Applicability,Service,"Reporting period","Category of illegal content","Description of the sub-category ""Other""","Number of notices received","Number of notices received from Trusted flaggers","Number of specific items of information included in the total number of notices","Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices)","Median time to take action","Median time to take action (Trusted Flagger notices)","Number of actions taken on the basis of the law","Number of actions taken on the basis of the law (Trusted Flagger notices)","Number of actions taken on the basis of the terms and conditions of the service","Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)","Contextual information on Number of notices received","Contextual information on Number of notices received from Trusted flaggers","Contextual information on Number of specific items of information included in the total number of notices","Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices)","Contextual information on Median time to take action","Contextual information on Median time to take action (Trusted Flagger notices)","Contextual information on Number of actions taken on the basis of the law","Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices)","Contextual information on Number of actions taken on the basis of the terms and conditions of the service","Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)"
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,13,0,13,0,0.25,0,2,0,11,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,6,0,6,0,0.25,0,2,0,4,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Private information",1,0,1,0,0.14,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,Extortion,6,0,6,0,0.43,0,0,0,6,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_DEFAMATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,12,0,44,0,48.07,0,0,0,44,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,12,0,44,0,48.07,0,0,0,44,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,48,0,48,0,16.3,0,0,0,48,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,48,0,48,0,16.3,0,0,0,48,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_PHISHING,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"No other sub-categories",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Exploitation simulated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Suspicion of rape",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,Injury,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Suspicion of incest",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Incest simulated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Incest suspicion",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,Incest,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_ADULT_SEXUAL_MATERIAL,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_GOODS_SERVICES_NOT_PERMITTED,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_LANGUAGE_REQUIREMENTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_NUDITY,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,Scatophilia,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Missing documents",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Wrong model tagging",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,KEYWORD_OTHER,"Missing model tagging",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services including online platforms",XNXX.COM,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
