Applicability,Service,Reporting Period,Section,Indicator,Scope,Value,Contextual Information
All,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,"262,517","This includes appeals from EU users regarding content moderation restrictions.

Also included are all appeals concerning decisions taken following a notice received through our European Union Illegal Content Reporting Form. Please note this may include appeals from non-EU users that resulted from a decision based on a notice submitted via this form."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,"200,561",Decisions upheld include situations where we upheld our original decision. It also includes situations where we determined our original decision was not strict enough and imposed further restrictions.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,565,Decisions partially reversed include situations where we determined our original decision was too strict and reversed some restrictions on the content.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,"50,118",Decisions reversed include situations where we reversed our original decision. This includes cases where we reversed a decision but the content was not reactivated because the content was deleted by the content owner.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,10.6,The median time is indicated in hours. Decisions omitted (defined in H7) has been excluded from the median time.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,"11,273","Decisions omitted include appeals where we are awaiting additional information or identity verification from the user, or where the appeal had not been processed by the close of the reporting period. This also includes appeals where the content has been deleted by the user, duplicate appeals, or cases where the content was otherwise unavailable at the time of Pinterest’s review.

Please note that in this reporting period, 6,444 of these appeals were duplicates. An additional 3,779 appeals are related to cases where we work with a trusted third party partner to process appeals, most of which are still in the waiting stage because the user had not completed the identification verification process and our partner was not able to proceed with their appeal."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,"7,366","This includes situations where, upon review of a complaint, we determined our original decision was not strict enough and imposed further restrictions. These decisions are also accounted for in ""decisions upheld""."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,"247,979","This is the number of complaints received regarding a decision to remove or disable access to or restrict visibility of information.

Please note that the numbers reported in rows 10-12 below do not equal the total reported in this row. This is due to the fact that we have included “decisions omitted” in the total reported, which include appeals where we are either awaiting additional information or identity verification from the user or the appeal had not been processed by the end of the reporting period. It also includes appeals where the content had been deleted by the user, duplicate appeals, or cases where the content was otherwise unavailable at the time of Pinterest’s review."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,"192,934",
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,561,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,"47,174",
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,10.49,The median time is indicated in hours.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,,"Pinterest does not have enforcements that map to this restriction type, thus this is not applicable."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Total number,"8,493","This is the number of complaints received regarding a decision to suspend or terminate an account.

Please note that the numbers reported in rows 20-22 below do not equal the total reported in this row. This is due to the fact that we have included “decisions omitted” in the total reported, which include appeals where we are either awaiting additional information or identity verification from the user or the appeal had not been processed by the end of the reporting period. It also includes appeals where the content had been deleted by the user, duplicate appeals, or cases where the content was otherwise unavailable at the time of Pinterest’s review."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions upheld,"1,618",
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions partially reversed,4,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions reversed,"2,914",
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Median time,3.41,The median time is indicated in hours.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,,"Pinterest does not have enforcements that map to this restriction type, thus this is not applicable."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,249,"This is the number of complaints received regarding a decision not to take action on a notice submitted in accordance with Article 16.

Please note that the numbers reported in rows 30-32 below do not equal the total reported in this row. This is due to the fact that we have included “decisions omitted” in the total reported, which include appeals where we are either awaiting additional information or identity verification from the user or the appeal had not been processed by the end of the reporting period. It also includes appeals where the content had been deleted by the user, duplicate appeals, or cases where the content was otherwise unavailable at the time of Pinterest’s review."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,248,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,0,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,0,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,7.27,The median time is indicated in hours.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,2,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions upheld,2,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions partially reversed,0,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions reversed,0,
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Median time,4.83,The median time is indicated in hours.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Total number,15,"This is the number of disputes concerning a content moderation restriction or a decision on a notice that were submitted to an out-of-court dispute settlement body, including out of scope and duplicate disputes.

Please note that, at the end of the reporting period, 2 of these disputes were out of scope, and 10 of these disputes were still pending, with Pinterest awaiting a decision from the out-of-court dispute settlement body. Additionally, the sum of the outcomes below does not equal the total number of disputes received during the reporting period. This is because the total number only includes disputes submitted during the reporting period. In the rows below, we are including the outcomes from disputes submitted during prior reporting periods that were resolved during January-June 2026."
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions upheld,18,This is the number of disputes where Pinterest's initial decision was upheld by the out-of-court dispute settlement body.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions partially reversed,0,This is the number of disputes where Pinterest's initial decision was partially reversed by the out-of-court dispute settlement body.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions reversed,2,This is the number of disputes where Pinterest's initial decision was reversed by the out-of-court dispute settlement body.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Median time,27,The median time to take action is calculated based on the time the out-of-court dispute settlement body notifies Pinterest that the dispute has commenced and when the decision is provided. It is calculated in days.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decision omitted,2,Decision omitted includes out of scope and duplicate disputes and situations where Pinterest reversed its original decision before a decision was reached by the out-of-court dispute settlement body.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Percentage of outcomes implemented,0,This is the percentage of decisions from out-of-court dispute settlement bodies - concluding that Pinterest should partially or fully reverse its original decision - that were subsequently implemented.
