Applicability,Service,Reporting Period,Section,Indicator,Scope,Value,Contextual Information
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,0,Currently we do not use automated means to process NAM notices.
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,"18,628","Please note that this figure only includes notices where a decision was made. It excludes notices we received where we were unable to make a decision, including cases involving errors, content that was deleted, already actioned, or otherwise made unavailable prior to review, and instances where we are waiting for additional information from the reporter. "
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,,Currently we do not use automated means to process NAM notices.
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,,Currently we do not use automated means to process NAM notices.
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,,Currently we do not use automated means to process NAM notices.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,Currently we do not use automated means to process NAM notices.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,21,"Please note that this figure only includes notices where a decision was made. It excludes notices we received where we were unable to make a decision, including cases involving errors, content that was deleted, already actioned, or otherwise made unavailable prior to review, and instances where we are waiting for additional information from the reporter. "
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,Currently we do not use automated means to process NAM notices.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,Currently we do not use automated means to process NAM notices.
Only for providers of online platforms,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,Currently we do not use automated means to process NAM notices.
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,,We cannot include the data in these rows broken down by each Member State language because it does not align with the format of content on our platform – which is often visual – or the way our automated systems function.
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Pinterest,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
