Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,Misleading description of an item,3191,0,3191,0,17,0,,,,,Description which is different from images or attributes and doen't describe properly the item,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_HARASSMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,10,0,10,0,24,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_DATA_FALSIFICATION,,10,0,10,0,24,0,,,,,Notices received from our payment provider,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,347,0,347,0,17,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_DEFAMATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_HATE_SPEECH,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Offensive, inappropriate content",124,0,124,0,17,0,,,,,"Inappropriate or insulting content available on a product (image, insult, etc...)",,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Offensive, inappropriate behavior",223,0,223,0,17,0,,,,,"Insults, rude behaviour",,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,14016,0,14326,0,"36,2",0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,13890,0,13907,0,41,0,,,,,"Includes notifications from brands or users, notably for counterfeit reasons (a user can either report a user who sells counterfeits, or a counterfeit item)",,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,100,0,367,0,41,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Prototypes, samples",3,0,29,0,41,0,,,,,Notifications from brands,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,Misuse/unauthorize use of a registered name,2,0,2,0,41,0,,,,,Notifications from brands,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,Copyright infringement (profile picture),21,0,21,0,17,0,,,,,Profile picture which doesn't fit with VC rules or Copyright infringement,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,1,0,1,0,24,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_TERRORIST_CONTENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,International bans,1,0,1,0,24,0,,,,,Payouts currently blocked due to international bans,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,66,0,66,0,17,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_PHISHING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,Illegal content in users' biography,66,0,66,0,17,0,,,,,User description which are not respecting VC rules (e.g. platform circumvention),,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,2056,0,2056,0,17,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Fast fashion brands, lifestyle items, item condition issues, batch of products, prototypes, sample, gift, forbidden materials",2056,0,2056,0,17,0,,,,,Notifications from users who report an item or a user because they sell forbidden items according to Vestiaire Collective's catalogue rules,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Vestiaire Collective,2025-02-17/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,0,0,0,0,0,0,,,,,,,,,,,,,,
